id,machine_id,timestamp,oee,availability,performance,output_quality,status
1471,21,2025-03-02,77.77,99.26,66.35,63.81,Running
1472,22,2025-03-02,70.07,81.48,89.4,91.57,Offline
1473,23,2025-03-02,96.51,67.17,89.74,86.89,Offline
1474,24,2025-03-02,59.02,95.6,98.25,63.6,Running
1475,25,2025-03-02,87.36,70.93,91.42,78.63,Running
1476,26,2025-03-02,70.41,82.35,87.82,67.52,Offline
1477,27,2025-03-02,80.35,79.85,81.54,71.12,Offline
1478,28,2025-03-02,92.72,57.81,95.57,61.6,Offline
1479,29,2025-03-02,74.33,69.17,50.26,70.52,Running
1480,30,2025-03-02,98.08,83.7,96.81,52.44,Running
1481,31,2025-03-02,68.61,81.72,62.74,60.91,Running
1482,32,2025-03-02,98.5,68.55,68.6,89.53,Offline
1483,33,2025-03-02,83.71,83.75,94.58,64.34,Offline
1484,34,2025-03-02,78.59,50.53,71.51,64.83,Running
1485,35,2025-03-02,98.02,93.9,63.8,66.44,Running
1486,36,2025-03-02,72.85,68.85,96.76,73.46,Running
1487,37,2025-03-02,75.76,90.95,71.57,77.47,Offline
1488,38,2025-03-02,70.46,82.77,95.92,59.75,Offline
1489,39,2025-03-02,88.29,71.4,66.43,57.12,Offline
1490,40,2025-03-02,98.19,56.16,81.06,51.23,Running
1491,41,2025-03-02,98.03,58.09,85.74,98.54,Running
1492,42,2025-03-02,79.39,88.69,58.89,52.64,Offline
1493,43,2025-03-02,67.39,99.59,90.51,95.23,Running
1494,44,2025-03-02,52.41,67.99,67.12,83.59,Running
1495,45,2025-03-02,97.37,58.59,60.48,83.31,Offline
1496,46,2025-03-02,53.35,72.84,82.51,77.58,Running
1497,47,2025-03-02,93.0,94.76,67.68,75.93,Running
1498,48,2025-03-02,81.25,52.97,85.47,58.33,Running
1499,49,2025-03-02,93.71,80.26,78.8,94.76,Running
1500,50,2025-03-02,82.91,53.56,84.8,85.69,Running
1501,1,2025-03-03,94.74,57.19,58.22,77.03,Offline
1502,2,2025-03-03,70.43,83.03,79.74,81.77,Running
1503,3,2025-03-03,57.34,59.31,89.03,93.36,Running
1504,4,2025-03-03,68.29,94.94,91.53,95.09,Running
1505,5,2025-03-03,50.55,57.86,86.45,99.75,Running
1506,6,2025-03-03,65.67,68.55,65.0,95.69,Offline
1507,7,2025-03-03,87.56,79.33,78.16,80.33,Running
1508,8,2025-03-03,86.1,73.69,88.76,72.27,Offline
1509,9,2025-03-03,69.32,67.08,55.97,69.41,Running
1510,10,2025-03-03,88.98,69.35,68.75,76.19,Offline
1511,11,2025-03-03,76.31,90.49,51.98,63.73,Offline
1512,12,2025-03-03,60.45,97.62,66.73,69.25,Running
1513,13,2025-03-03,95.21,62.86,67.16,90.2,Running
1514,14,2025-03-03,70.16,86.0,79.81,61.32,Offline
1515,15,2025-03-03,91.67,81.18,81.49,53.3,Offline
1516,16,2025-03-03,69.76,97.95,86.44,67.19,Running
1517,17,2025-03-03,55.79,86.26,94.48,84.98,Offline
1518,18,2025-03-03,68.59,97.01,67.67,92.16,Offline
1519,19,2025-03-03,57.4,82.76,52.88,97.56,Offline
1520,20,2025-03-03,97.08,80.63,94.86,84.66,Offline
1521,21,2025-03-03,58.11,56.79,77.65,61.27,Offline
1522,22,2025-03-03,83.79,53.23,94.59,63.87,Offline
1523,23,2025-03-03,86.83,57.36,73.5,54.9,Running
1524,24,2025-03-03,81.3,70.15,64.59,78.01,Running
1525,25,2025-03-03,83.67,64.31,60.23,74.71,Offline
1526,26,2025-03-03,84.44,62.66,76.48,55.28,Running
1527,27,2025-03-03,60.0,72.01,87.74,53.21,Running
1528,28,2025-03-03,64.27,58.85,91.94,70.18,Running
1529,29,2025-03-03,76.43,96.6,66.85,58.91,Offline
1530,30,2025-03-03,91.26,84.25,98.64,54.51,Offline
1531,31,2025-03-03,94.44,79.08,62.31,77.38,Offline
1532,32,2025-03-03,73.24,59.72,89.5,52.06,Offline
1533,33,2025-03-03,75.2,66.85,65.89,98.03,Running
1534,34,2025-03-03,75.06,62.15,85.54,68.42,Offline
1535,35,2025-03-03,87.03,78.89,90.69,72.5,Offline
1536,36,2025-03-03,65.37,77.66,57.29,75.36,Running
1537,37,2025-03-03,79.15,68.37,54.21,56.7,Offline
1538,38,2025-03-03,50.41,72.29,87.59,76.45,Offline
1539,39,2025-03-03,62.28,80.2,53.42,96.68,Running
1540,40,2025-03-03,84.8,72.52,51.97,78.35,Offline
1541,41,2025-03-03,67.89,60.5,77.05,98.39,Running
1542,42,2025-03-03,64.11,52.6,80.12,72.86,Offline
1543,43,2025-03-03,87.48,60.05,62.24,69.7,Offline
1544,44,2025-03-03,79.79,91.81,51.68,72.7,Running
1545,45,2025-03-03,56.04,84.19,79.47,76.37,Offline
1546,46,2025-03-03,91.11,66.71,70.93,77.14,Running
1547,47,2025-03-03,52.7,50.22,93.1,85.85,Running
1548,48,2025-03-03,68.48,69.04,94.46,99.93,Running
1549,49,2025-03-03,86.42,53.9,55.83,67.99,Offline
1550,50,2025-03-03,78.52,53.23,80.69,69.42,Offline
1551,1,2025-03-04,64.3,76.99,86.58,56.48,Running
1552,2,2025-03-04,95.84,67.75,71.39,71.7,Running
1553,3,2025-03-04,63.77,53.18,88.0,68.39,Running
1554,4,2025-03-04,64.79,53.44,83.53,53.41,Running
1555,5,2025-03-04,81.0,65.97,74.09,52.23,Offline
1556,6,2025-03-04,75.46,72.73,53.4,73.53,Offline
1557,7,2025-03-04,77.63,72.6,55.92,98.09,Offline
1558,8,2025-03-04,50.98,93.4,74.95,71.62,Offline
1559,9,2025-03-04,87.69,81.18,52.98,88.94,Offline
1560,10,2025-03-04,75.48,93.27,89.8,93.96,Running
1561,11,2025-03-04,55.11,53.38,81.67,54.99,Running
1562,12,2025-03-04,69.98,64.83,76.98,66.47,Running
1563,13,2025-03-04,84.02,52.31,75.83,54.82,Offline
1564,14,2025-03-04,65.57,99.41,54.62,81.54,Offline
1565,15,2025-03-04,86.82,88.97,72.79,80.02,Running
1566,16,2025-03-04,76.11,85.62,54.77,77.26,Offline
1567,17,2025-03-04,64.65,65.81,88.95,68.11,Running
1568,18,2025-03-04,58.86,76.77,54.07,73.12,Running
1569,19,2025-03-04,54.22,82.09,84.06,58.04,Offline
1570,20,2025-03-04,66.05,55.09,74.49,67.8,Offline
1571,21,2025-03-04,98.14,63.3,70.09,55.09,Running
1572,22,2025-03-04,86.52,70.26,97.65,94.73,Running
1573,23,2025-03-04,87.61,56.38,88.26,81.68,Running
1574,24,2025-03-04,66.84,59.77,75.77,86.8,Running
1575,25,2025-03-04,82.94,55.31,74.81,89.78,Running
1576,26,2025-03-04,88.49,99.48,71.17,93.96,Offline
1577,27,2025-03-04,77.88,82.92,75.62,96.02,Offline
1578,28,2025-03-04,76.05,89.92,61.38,68.38,Offline
1579,29,2025-03-04,89.13,92.27,88.43,53.05,Offline
1580,30,2025-03-04,50.09,57.56,60.12,99.4,Running
1581,31,2025-03-04,65.49,72.95,67.65,85.33,Running
1582,32,2025-03-04,57.49,88.87,91.39,96.05,Running
1583,33,2025-03-04,88.81,78.26,91.88,85.16,Running
1584,34,2025-03-04,84.14,61.84,98.18,95.81,Running
1585,35,2025-03-04,68.78,93.66,91.04,63.1,Offline
1586,36,2025-03-04,89.92,68.06,57.66,99.36,Running
1587,37,2025-03-04,54.74,71.46,82.29,99.74,Running
1588,38,2025-03-04,77.53,81.27,84.97,72.41,Running
1589,39,2025-03-04,56.43,56.27,65.52,72.08,Running
1590,40,2025-03-04,97.93,53.92,76.92,68.87,Offline
1591,41,2025-03-04,50.59,79.05,88.15,76.8,Running
1592,42,2025-03-04,55.34,95.76,96.57,65.81,Running
1593,43,2025-03-04,64.77,93.85,54.29,90.47,Offline
1594,44,2025-03-04,52.18,91.7,90.71,58.82,Offline
1595,45,2025-03-04,78.51,85.86,67.18,59.87,Running
1596,46,2025-03-04,59.37,91.08,89.37,81.23,Running
1597,47,2025-03-04,57.69,54.63,90.75,95.06,Offline
1598,48,2025-03-04,55.16,61.58,75.91,54.52,Offline
1599,49,2025-03-04,54.2,82.78,57.51,96.77,Offline
1600,50,2025-03-04,61.6,58.68,76.02,62.55,Offline
1601,1,2025-03-05,72.88,61.38,69.33,65.76,Running
1602,2,2025-03-05,85.79,64.23,98.87,55.85,Running
1603,3,2025-03-05,50.43,81.81,93.76,74.95,Offline
1604,4,2025-03-05,67.88,85.88,89.74,61.99,Offline
1605,5,2025-03-05,94.29,88.27,85.88,73.46,Offline
1606,6,2025-03-05,84.08,67.14,91.23,96.68,Offline
1607,7,2025-03-05,63.07,93.38,96.37,96.9,Running
1608,8,2025-03-05,74.3,80.16,95.6,67.75,Offline
1609,9,2025-03-05,66.07,65.58,52.79,67.89,Offline
1610,10,2025-03-05,82.47,51.23,92.31,85.02,Offline
1611,11,2025-03-05,79.15,70.68,84.38,92.34,Offline
1612,12,2025-03-05,87.6,60.83,77.95,51.0,Offline
1613,13,2025-03-05,88.71,57.96,78.06,85.94,Offline
1614,14,2025-03-05,57.29,61.8,88.24,86.42,Offline
1615,15,2025-03-05,85.49,64.75,71.18,68.02,Offline
1616,16,2025-03-05,91.19,77.65,86.83,89.5,Running
1617,17,2025-03-05,74.37,64.77,89.77,65.28,Running
1618,18,2025-03-05,96.17,69.39,54.57,56.67,Running
1619,19,2025-03-05,94.27,62.87,88.68,68.72,Running
1620,20,2025-03-05,98.71,92.14,98.53,71.29,Offline
1621,21,2025-03-05,92.73,52.39,62.79,79.24,Offline
1622,22,2025-03-05,99.48,72.79,97.78,53.87,Offline
1623,23,2025-03-05,87.53,82.26,74.84,83.31,Running
1624,24,2025-03-05,55.9,56.85,54.05,91.44,Running
1625,25,2025-03-05,96.06,92.78,84.9,83.79,Offline
1626,26,2025-03-05,88.98,55.61,80.71,81.21,Running
1627,27,2025-03-05,86.8,86.94,63.98,84.52,Running
1628,28,2025-03-05,93.73,59.46,54.07,75.42,Offline
1629,29,2025-03-05,62.78,68.46,87.57,69.28,Running
1630,30,2025-03-05,79.09,73.35,51.58,85.2,Offline
1631,31,2025-03-05,96.77,88.36,78.09,90.0,Offline
1632,32,2025-03-05,85.73,87.38,87.58,60.72,Running
1633,33,2025-03-05,69.21,72.85,77.12,98.0,Running
1634,34,2025-03-05,96.85,62.17,51.96,89.79,Running
1635,35,2025-03-05,88.12,74.13,63.89,57.29,Running
1636,36,2025-03-05,58.39,94.08,91.45,58.61,Running
1637,37,2025-03-05,60.01,56.85,61.04,99.34,Offline
1638,38,2025-03-05,50.47,72.17,60.38,87.62,Offline
1639,39,2025-03-05,66.0,52.67,79.01,86.89,Offline
1640,40,2025-03-05,98.84,75.62,51.38,52.75,Offline
1641,41,2025-03-05,80.35,99.26,69.2,60.34,Offline
1642,42,2025-03-05,55.5,87.54,89.5,81.46,Offline
1643,43,2025-03-05,54.17,71.14,79.04,96.82,Running
1644,44,2025-03-05,92.66,51.1,87.97,64.68,Running
1645,45,2025-03-05,83.0,86.61,52.34,69.65,Running
1646,46,2025-03-05,50.02,70.34,85.53,94.57,Offline
1647,47,2025-03-05,75.01,67.85,79.31,62.23,Offline
1648,48,2025-03-05,96.92,77.38,96.45,60.43,Running
1649,49,2025-03-05,74.12,95.69,91.34,50.93,Running
1650,50,2025-03-05,78.41,87.91,91.32,96.58,Offline
1651,1,2025-03-06,93.6,67.01,89.99,72.22,Offline
1652,2,2025-03-06,78.02,54.41,55.91,73.45,Offline
1653,3,2025-03-06,61.57,79.09,51.21,91.73,Running
1654,4,2025-03-06,91.22,65.92,70.46,63.77,Offline
1655,5,2025-03-06,71.33,77.8,79.99,98.12,Running
1656,6,2025-03-06,81.56,77.59,79.56,67.05,Running
1657,7,2025-03-06,52.41,69.38,56.76,79.28,Running
1658,8,2025-03-06,79.31,63.52,65.78,83.93,Offline
1659,9,2025-03-06,85.7,60.78,96.83,69.36,Running
1660,10,2025-03-06,51.47,83.25,93.94,63.53,Offline
1661,11,2025-03-06,80.56,70.72,72.39,81.76,Running
1662,12,2025-03-06,59.78,79.23,58.61,63.47,Running
1663,13,2025-03-06,80.56,97.23,87.01,58.62,Running
1664,14,2025-03-06,66.45,61.23,88.56,79.94,Offline
1665,15,2025-03-06,63.07,57.67,79.75,70.15,Offline
1666,16,2025-03-06,61.25,84.94,69.49,70.64,Running
1667,17,2025-03-06,63.95,55.86,57.94,98.95,Running
1668,18,2025-03-06,67.95,97.96,84.97,55.23,Offline
1669,19,2025-03-06,63.75,50.58,72.26,80.2,Offline
1670,20,2025-03-06,89.5,55.81,65.2,76.81,Offline
1671,21,2025-03-06,82.98,74.94,97.28,87.63,Offline
1672,22,2025-03-06,91.68,56.13,53.3,67.56,Running
1673,23,2025-03-06,53.09,77.84,62.21,81.07,Offline
1674,24,2025-03-06,53.98,72.67,54.58,62.86,Running
1675,25,2025-03-06,93.99,60.87,77.87,99.48,Running
1676,26,2025-03-06,98.67,93.64,79.03,71.57,Offline
1677,27,2025-03-06,60.99,62.12,87.0,73.6,Running
1678,28,2025-03-06,62.3,95.07,83.75,57.41,Offline
1679,29,2025-03-06,90.78,64.08,80.72,64.1,Offline
1680,30,2025-03-06,66.9,54.05,97.71,94.03,Running
1681,31,2025-03-06,84.01,78.31,84.73,98.84,Offline
1682,32,2025-03-06,92.37,67.32,60.54,78.09,Running
1683,33,2025-03-06,55.48,86.09,77.27,87.83,Offline
1684,34,2025-03-06,85.66,78.91,78.53,66.0,Running
1685,35,2025-03-06,83.62,92.16,98.19,91.7,Offline
1686,36,2025-03-06,53.37,79.23,60.91,58.13,Offline
1687,37,2025-03-06,83.47,51.63,61.11,75.34,Running
1688,38,2025-03-06,94.62,86.78,90.39,97.68,Offline
1689,39,2025-03-06,95.22,88.69,50.18,96.09,Running
1690,40,2025-03-06,85.51,68.76,55.75,69.82,Running
1691,41,2025-03-06,79.12,65.74,62.11,85.21,Running
1692,42,2025-03-06,53.56,90.58,51.24,94.71,Offline
1693,43,2025-03-06,66.87,67.76,56.95,98.35,Offline
1694,44,2025-03-06,87.78,77.26,94.71,80.49,Offline
1695,45,2025-03-06,70.49,85.14,96.3,78.1,Running
1696,46,2025-03-06,80.24,61.24,86.51,60.57,Running
1697,47,2025-03-06,56.0,69.44,66.96,51.98,Running
1698,48,2025-03-06,78.91,60.2,77.12,53.12,Running
1699,49,2025-03-06,67.94,97.99,63.39,53.04,Running
1700,50,2025-03-06,58.11,97.86,80.77,96.34,Running
1701,1,2025-03-07,50.53,99.91,65.47,52.15,Offline
1702,2,2025-03-07,74.81,67.06,70.13,61.42,Running
1703,3,2025-03-07,66.16,75.86,82.43,95.28,Running
1704,4,2025-03-07,94.89,66.26,61.47,86.14,Running
1705,5,2025-03-07,71.38,59.2,63.59,91.61,Running
1706,6,2025-03-07,52.96,64.57,51.44,97.94,Running
1707,7,2025-03-07,79.29,61.97,95.72,97.5,Offline
1708,8,2025-03-07,71.77,86.35,73.2,87.46,Offline
1709,9,2025-03-07,98.96,85.28,84.71,71.26,Offline
1710,10,2025-03-07,77.8,78.52,81.31,85.99,Offline
1711,11,2025-03-07,97.83,91.02,71.54,67.9,Running
1712,12,2025-03-07,71.9,97.32,79.48,56.5,Running
1713,13,2025-03-07,52.3,83.67,53.62,84.39,Offline
1714,14,2025-03-07,99.99,64.14,61.69,77.66,Offline
1715,15,2025-03-07,69.98,97.89,85.05,94.28,Offline
1716,16,2025-03-07,99.22,87.7,60.09,75.19,Offline
1717,17,2025-03-07,53.11,56.98,92.98,57.18,Offline
1718,18,2025-03-07,63.77,55.57,80.48,82.93,Running
1719,19,2025-03-07,82.96,65.78,54.9,71.75,Running
1720,20,2025-03-07,68.72,63.66,87.48,69.94,Offline
1721,21,2025-03-07,96.09,82.26,83.63,50.43,Running
1722,22,2025-03-07,90.37,85.29,98.31,53.35,Offline
1723,23,2025-03-07,79.75,96.12,71.6,55.77,Offline
1724,24,2025-03-07,93.34,65.32,87.35,67.79,Running
1725,25,2025-03-07,64.87,53.54,71.71,71.38,Offline
1726,26,2025-03-07,74.18,92.44,69.14,68.41,Offline
1727,27,2025-03-07,92.1,67.57,99.72,92.48,Offline
1728,28,2025-03-07,80.34,93.81,92.67,90.58,Offline
1729,29,2025-03-07,87.5,50.36,93.17,62.0,Running
1730,30,2025-03-07,75.52,65.6,88.66,63.04,Running
1731,31,2025-03-07,84.29,97.66,52.93,64.63,Offline
1732,32,2025-03-07,68.6,99.52,67.34,97.43,Running
1733,33,2025-03-07,70.74,93.07,55.11,66.84,Running
1734,34,2025-03-07,99.73,67.69,94.06,79.19,Offline
1735,35,2025-03-07,70.61,75.23,69.15,51.35,Offline
1736,36,2025-03-07,96.48,51.08,90.1,97.3,Offline
1737,37,2025-03-07,76.2,57.78,92.5,80.05,Offline
1738,38,2025-03-07,78.63,72.73,81.45,55.26,Offline
1739,39,2025-03-07,97.57,91.98,67.98,69.02,Running
1740,40,2025-03-07,73.07,86.59,58.96,59.53,Running
1741,41,2025-03-07,55.34,79.51,67.47,68.87,Running
1742,42,2025-03-07,74.01,58.7,81.63,70.71,Running
1743,43,2025-03-07,61.95,82.87,78.12,81.61,Offline
1744,44,2025-03-07,73.54,70.75,89.67,88.35,Offline
1745,45,2025-03-07,62.24,85.88,75.83,78.64,Running
1746,46,2025-03-07,94.04,75.76,79.56,72.56,Offline
1747,47,2025-03-07,63.42,84.16,78.11,92.91,Offline
1748,48,2025-03-07,97.27,61.11,53.1,51.99,Offline
1749,49,2025-03-07,82.41,63.81,87.08,75.48,Running
1750,50,2025-03-07,93.82,91.14,89.17,51.9,Offline
1751,1,2025-03-08,54.75,75.0,82.69,71.83,Offline
1752,2,2025-03-08,84.72,70.97,58.54,63.31,Running
1753,3,2025-03-08,89.93,71.31,80.71,71.76,Offline
1754,4,2025-03-08,70.92,68.93,61.64,68.69,Running
1755,5,2025-03-08,96.89,88.79,61.59,97.79,Running
1756,6,2025-03-08,77.52,85.61,63.71,76.18,Running
1757,7,2025-03-08,70.98,58.81,83.9,56.95,Offline
1758,8,2025-03-08,76.4,64.26,68.51,88.64,Offline
1759,9,2025-03-08,71.2,91.01,64.97,64.67,Offline
1760,10,2025-03-08,54.04,79.26,73.97,95.95,Offline
1761,11,2025-03-08,79.02,57.57,96.07,81.66,Offline
1762,12,2025-03-08,91.56,63.82,56.36,59.81,Running
1763,13,2025-03-08,58.86,96.94,81.74,83.1,Offline
1764,14,2025-03-08,86.36,91.67,50.19,67.54,Offline
1765,15,2025-03-08,95.64,59.86,73.69,93.27,Offline
1766,16,2025-03-08,98.5,95.75,53.36,73.71,Running
1767,17,2025-03-08,92.92,66.99,94.1,86.31,Running
1768,18,2025-03-08,66.05,91.61,92.31,94.81,Offline
1769,19,2025-03-08,54.28,53.89,59.28,81.37,Offline
1770,20,2025-03-08,63.35,59.54,78.21,96.1,Offline
1771,21,2025-03-08,82.58,94.57,80.44,85.21,Running
1772,22,2025-03-08,56.42,57.09,73.34,54.51,Offline
1773,23,2025-03-08,51.01,93.61,56.23,63.69,Offline
1774,24,2025-03-08,85.05,88.43,98.91,62.93,Offline
1775,25,2025-03-08,55.93,50.88,81.74,54.67,Running
1776,26,2025-03-08,73.87,64.06,82.94,62.17,Offline
1777,27,2025-03-08,61.35,51.83,91.96,50.55,Offline
1778,28,2025-03-08,55.97,76.17,54.1,79.06,Offline
1779,29,2025-03-08,67.28,87.63,82.27,76.42,Running
1780,30,2025-03-08,71.2,90.55,72.88,95.62,Running
1781,31,2025-03-08,76.31,52.91,78.66,96.84,Running
1782,32,2025-03-08,92.16,62.36,96.29,72.05,Running
1783,33,2025-03-08,83.67,96.77,73.1,62.49,Offline
1784,34,2025-03-08,50.09,91.95,53.0,73.01,Running
1785,35,2025-03-08,82.86,96.38,64.84,80.31,Offline
1786,36,2025-03-08,91.83,83.08,62.04,95.03,Offline
1787,37,2025-03-08,89.03,98.44,73.74,75.21,Offline
1788,38,2025-03-08,86.37,90.88,63.28,90.96,Offline
1789,39,2025-03-08,95.4,71.17,83.28,97.86,Running
1790,40,2025-03-08,96.01,99.95,76.46,54.17,Offline
1791,41,2025-03-08,59.3,50.9,95.6,88.85,Offline
1792,42,2025-03-08,80.88,85.58,55.05,65.02,Running
1793,43,2025-03-08,77.82,55.63,92.04,53.09,Offline
1794,44,2025-03-08,85.08,92.9,55.96,58.38,Offline
1795,45,2025-03-08,79.09,63.82,95.47,96.86,Running
1796,46,2025-03-08,61.85,93.36,86.73,72.33,Running
1797,47,2025-03-08,65.35,91.92,72.52,75.28,Running
1798,48,2025-03-08,63.76,70.37,68.01,95.29,Offline
1799,49,2025-03-08,70.68,57.87,89.8,61.59,Running
1800,50,2025-03-08,73.32,84.98,55.75,84.85,Offline
1801,1,2025-03-09,96.76,97.21,98.03,70.55,Offline
1802,2,2025-03-09,52.8,61.84,79.1,51.85,Offline
1803,3,2025-03-09,52.68,86.73,88.81,74.46,Running
1804,4,2025-03-09,71.18,89.34,58.38,91.95,Running
1805,5,2025-03-09,81.34,96.76,62.85,71.89,Running
1806,6,2025-03-09,66.38,57.42,56.32,54.97,Running
1807,7,2025-03-09,50.32,70.72,98.88,61.34,Running
1808,8,2025-03-09,99.07,58.15,62.5,80.72,Offline
1809,9,2025-03-09,75.36,64.87,59.62,92.43,Offline
1810,10,2025-03-09,85.43,88.57,77.98,50.53,Running
1811,11,2025-03-09,62.37,65.0,67.29,97.45,Offline
1812,12,2025-03-09,73.16,56.86,73.67,77.07,Offline
1813,13,2025-03-09,88.56,79.71,79.69,92.35,Offline
1814,14,2025-03-09,78.26,63.57,80.7,92.89,Offline
1815,15,2025-03-09,52.86,79.73,61.88,84.95,Offline
1816,16,2025-03-09,65.76,52.48,80.58,71.35,Running
1817,17,2025-03-09,78.01,94.54,56.52,86.52,Offline
1818,18,2025-03-09,81.99,61.58,78.18,92.52,Offline
1819,19,2025-03-09,64.36,94.8,56.71,63.47,Offline
1820,20,2025-03-09,78.6,59.33,91.74,56.44,Offline
1821,21,2025-03-09,99.63,62.75,72.84,54.54,Running
1822,22,2025-03-09,57.56,58.51,78.17,94.9,Offline
1823,23,2025-03-09,71.33,63.61,80.28,68.5,Offline
1824,24,2025-03-09,81.76,82.88,62.99,50.05,Running
1825,25,2025-03-09,75.2,56.13,66.17,88.14,Running
1826,26,2025-03-09,52.71,71.0,73.51,82.58,Offline
1827,27,2025-03-09,92.13,55.25,97.07,70.67,Offline
1828,28,2025-03-09,87.16,69.91,73.32,77.32,Offline
1829,29,2025-03-09,68.62,58.87,56.63,57.72,Running
1830,30,2025-03-09,78.01,80.16,80.11,78.71,Offline
1831,31,2025-03-09,57.08,87.38,79.02,68.54,Running
1832,32,2025-03-09,64.57,96.59,93.43,83.87,Offline
1833,33,2025-03-09,77.05,60.58,51.28,59.3,Offline
1834,34,2025-03-09,94.13,95.92,65.84,75.87,Offline
1835,35,2025-03-09,80.17,77.36,69.19,58.19,Running
1836,36,2025-03-09,52.0,62.39,58.32,82.32,Running
1837,37,2025-03-09,90.42,79.93,64.87,73.29,Offline
1838,38,2025-03-09,64.42,70.31,88.26,90.02,Running
1839,39,2025-03-09,53.87,84.57,80.03,93.61,Running
1840,40,2025-03-09,71.39,84.2,92.85,73.87,Offline
1841,41,2025-03-09,59.9,87.37,55.67,86.63,Offline
1842,42,2025-03-09,61.81,74.87,81.98,88.52,Offline
1843,43,2025-03-09,82.67,62.13,69.18,85.41,Offline
1844,44,2025-03-09,95.91,86.5,61.07,62.18,Running
1845,45,2025-03-09,90.64,71.21,89.65,77.11,Offline
1846,46,2025-03-09,58.31,85.91,72.79,64.66,Running
1847,47,2025-03-09,87.45,90.34,97.68,95.01,Offline
1848,48,2025-03-09,89.62,51.64,66.2,91.35,Offline
1849,49,2025-03-09,68.06,87.36,88.29,60.19,Offline
1850,50,2025-03-09,66.37,70.07,95.34,80.73,Offline
1851,1,2025-03-10,69.64,76.73,81.55,65.74,Running
1852,2,2025-03-10,79.26,66.89,94.6,75.68,Offline
1853,3,2025-03-10,76.0,60.6,77.5,55.27,Offline
1854,4,2025-03-10,68.77,87.09,71.2,82.39,Offline
1855,5,2025-03-10,65.83,74.18,88.16,63.0,Offline
1856,6,2025-03-10,59.14,99.92,76.03,72.83,Offline
1857,7,2025-03-10,91.25,95.72,67.84,72.82,Offline
1858,8,2025-03-10,77.7,85.72,82.18,52.92,Offline
1859,9,2025-03-10,55.58,83.83,83.32,61.72,Running
1860,10,2025-03-10,56.64,54.39,83.27,96.21,Running
1861,11,2025-03-10,60.29,75.63,97.32,65.64,Offline
1862,12,2025-03-10,73.68,80.06,68.27,52.68,Offline
1863,13,2025-03-10,76.42,95.25,81.15,94.42,Running
1864,14,2025-03-10,58.94,61.4,72.41,53.72,Running
1865,15,2025-03-10,81.63,77.14,78.46,95.43,Running
1866,16,2025-03-10,69.44,77.94,81.83,53.96,Running
1867,17,2025-03-10,56.95,61.53,70.65,96.83,Running
1868,18,2025-03-10,73.99,86.75,73.22,65.62,Offline
1869,19,2025-03-10,67.21,95.3,72.47,84.24,Running
1870,20,2025-03-10,83.36,82.94,88.45,71.55,Running
1871,21,2025-03-10,68.59,59.25,53.12,78.38,Offline
1872,22,2025-03-10,86.94,82.51,77.2,54.69,Offline
1873,23,2025-03-10,60.67,85.81,54.91,60.07,Running
1874,24,2025-03-10,93.35,53.03,69.06,61.83,Offline
1875,25,2025-03-10,70.54,81.04,83.16,98.95,Running
1876,26,2025-03-10,63.45,61.24,76.9,71.72,Running
1877,27,2025-03-10,93.67,63.3,93.86,72.45,Offline
1878,28,2025-03-10,66.07,56.24,87.64,60.96,Running
1879,29,2025-03-10,72.26,76.16,65.29,75.75,Running
1880,30,2025-03-10,61.5,52.97,86.16,83.92,Running
1881,31,2025-03-10,90.37,88.32,94.1,78.48,Offline
1882,32,2025-03-10,84.71,79.7,90.14,71.22,Running
1883,33,2025-03-10,74.1,69.86,70.8,59.99,Running
1884,34,2025-03-10,78.54,64.35,76.21,65.91,Offline
1885,35,2025-03-10,89.79,76.43,92.4,94.28,Offline
1886,36,2025-03-10,98.1,94.09,55.72,51.79,Offline
1887,37,2025-03-10,82.98,68.57,64.15,78.04,Running
1888,38,2025-03-10,88.98,79.69,88.13,91.39,Running
1889,39,2025-03-10,55.56,63.62,50.5,51.87,Running
1890,40,2025-03-10,69.71,57.16,89.36,60.32,Running
1891,41,2025-03-10,71.39,70.24,75.31,61.3,Running
1892,42,2025-03-10,89.36,90.4,94.19,59.57,Running
1893,43,2025-03-10,84.13,90.12,68.84,82.26,Offline
1894,44,2025-03-10,94.1,58.71,96.3,69.23,Running
1895,45,2025-03-10,86.4,91.37,84.66,62.29,Running
1896,46,2025-03-10,51.05,70.96,67.26,89.1,Offline
1897,47,2025-03-10,71.72,76.35,93.82,97.77,Running
1898,48,2025-03-10,63.43,71.51,99.83,73.79,Offline
1899,49,2025-03-10,85.18,83.17,66.35,50.8,Running
1900,50,2025-03-10,67.87,73.95,75.01,97.17,Offline
1901,1,2025-03-11,54.06,85.84,97.66,66.09,Running
1902,2,2025-03-11,52.63,89.32,61.06,75.19,Offline
1903,3,2025-03-11,86.9,77.54,78.39,76.34,Offline
1904,4,2025-03-11,72.77,79.88,57.52,91.74,Running
1905,5,2025-03-11,74.54,53.02,50.36,68.62,Running
1906,6,2025-03-11,70.58,50.16,79.07,89.98,Offline
1907,7,2025-03-11,77.64,80.78,86.84,99.62,Running
1908,8,2025-03-11,80.64,98.25,86.61,50.65,Running
1909,9,2025-03-11,54.85,97.22,74.05,69.11,Running
1910,10,2025-03-11,54.36,62.45,52.9,71.28,Running
1911,11,2025-03-11,97.41,62.5,82.72,86.88,Running
1912,12,2025-03-11,55.87,55.38,61.4,72.88,Offline
1913,13,2025-03-11,78.33,80.98,92.53,65.84,Offline
